Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Satisfaction Score,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Category
,Male,61.0,No,No,Yes,No,0,United States,California,Los Angeles,,"34.110845, -118.259595",34.110845,-118.259595,4.0,,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,,79.0,No,Yes,No,No,0.0,United States,California,Point Reyes Station,94956.0,"38.060264, -122.830646",38.060264,-122.830646,2.0,,No,0.0,,None,Yes,43.34,No,Yes,,2.0,No,No,No,No,Yes,No,No,,Month-to-Month,Yes,Bank Withdrawal,80.85,751.65,0.0,0.0,390.06000000000006,1141.71,
1.0,Female,65.0,No,Yes,,No,0.0,United States,California,Woodlake,93286.0,,36.464635,,,Q3,No,0,22.0,None,Yes,34.39,No,No,None,0.0,,No,No,No,No,No,No,,One Year,Yes,Credit Card,20.05,417.0,0.0,0.0,756.58,1173.58,
1.0,Female,39.0,No,No,Yes,No,0.0,United States,,Victorville,92392.0,"34.486835, -117.362274",34.486835,-117.362274,4.0,Q3,Yes,6.0,,Offer A,Yes,,Yes,Yes,Fiber Optic,,No,Yes,,,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.2,6936.85,0.0,0.0,2787.18,9724.03,
1.0,Female,63.0,No,No,Yes,Yes,1.0,United States,California,Trinidad,95570.0,"41.162295, -124.027381",41.162295,-124.027381,3.0,Q3,Yes,1.0,64.0,Offer B,Yes,6.83,Yes,Yes,Fiber Optic,19.0,,Yes,Yes,Yes,,Yes,Yes,,One Year,No,Bank Withdrawal,113.35,7222.75,0.0,20.0,437.12,7679.87,
1.0,,23.0,Yes,No,,No,0.0,United States,California,Big Oak Flat,95305.0,,37.818589,-120.256995,3.0,Q3,No,0,,Offer B,Yes,30.92,No,Yes,DSL,26.0,Yes,,,No,No,No,No,Yes,Two Year,,Bank Withdrawal,61.4,3638.25,0.0,0.0,1855.2,5493.45,
1.0,Male,51.0,No,No,,Yes,3.0,United States,California,Danville,94506.0,"37.791481, -121.903253",,-121.903253,3.0,Q3,Yes,1.0,68.0,None,Yes,18.47,Yes,Yes,Fiber Optic,75.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.2,7467.5,0.0,0.0,1255.96,8723.46,
1.0,Female,53.0,No,No,,No,0.0,United States,California,Orange Cove,93646.0,"36.633498, -119.298895",36.633498,-119.298895,4.0,Q3,No,0.0,12.0,Offer D,,23.2,No,No,None,0.0,No,No,No,No,No,No,No,No,,No,Credit Card,20.4,266.6,0.0,,278.4,545.0,
,,23.0,Yes,No,,No,0.0,,California,San Luis Obispo,93401.0,"35.233745, -120.626442",35.233745,-120.626442,1.0,Q3,No,0.0,1.0,None,Yes,,No,Yes,DSL,5.0,,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.55,50.55,,0.0,30.96,,
1.0,Male,47.0,No,No,Yes,Yes,2.0,United States,California,Brisbane,94005.0,,37.684694,-122.40712,3.0,,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,Female,19.0,No,No,Yes,No,0.0,United States,California,San Jose,95133.0,"37.371862, -121.860349",,,,,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,Female,40.0,No,No,No,No,0.0,,California,Grass Valley,95945.0,"39.194539, -120.988066",39.194539,-120.988066,3.0,Q3,No,0.0,23.0,None,Yes,48.63,Yes,Yes,Cable,,Yes,No,No,No,No,,No,Yes,Month-to-Month,No,,54.4,1249.25,0.0,0.0,1118.49,2367.74,
1.0,Female,73.0,No,Yes,No,No,0,United States,California,,94608.0,"37.83726, -122.287648",37.83726,-122.287648,1.0,Q3,No,0.0,15.0,Offer D,Yes,17.19,Yes,Yes,DSL,,No,No,No,Yes,No,No,,Yes,Month-to-Month,No,Credit Card,55.0,757.1,0.0,0.0,,1014.95,
1.0,,23.0,Yes,No,,No,0.0,,California,Salinas,,"36.64152, -121.622188",36.64152,,5.0,,No,0.0,,None,Yes,31.33,,No,None,0.0,No,No,No,No,No,No,No,No,One Year,,Credit Card,26.05,1856.4,0.0,0.0,,,
1.0,,69.0,No,Yes,Yes,No,0.0,,California,Midpines,95345.0,"37.581496, -119.972762",37.581496,-119.972762,3.0,Q3,Yes,4.0,70.0,None,Yes,40.94,Yes,,DSL,8.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,88.55,6306.5,0.0,0.0,2865.7999999999997,,
1.0,Female,48.0,No,No,No,No,0.0,United States,California,Glendale,91201.0,"34.17051, -118.289463",34.17051,-118.289463,3.0,Q3,No,0.0,,None,Yes,37.62,No,,None,0.0,No,,No,No,No,No,No,No,Month-to-Month,No,,19.75,19.75,0.0,0.0,37.62,57.37,
1.0,Female,74.0,No,Yes,No,No,0.0,,California,Fellows,93224.0,"35.215731, -119.57013",35.215731,-119.57013,,Q3,No,0.0,8.0,None,Yes,27.95,No,No,None,0.0,No,No,,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.65,,0.0,0.0,,387.9,
1.0,Male,46.0,No,No,No,No,0.0,United States,California,Mountain View,94043.0,"37.419725, -122.062947",37.419725,-122.062947,1.0,Q3,No,0.0,,None,,3.36,Yes,Yes,Fiber Optic,15.0,Yes,No,No,No,Yes,Yes,Yes,No,,No,,98.15,1230.25,0.0,40.0,43.68,1313.93,
1.0,Female,47.0,No,No,No,No,0.0,United States,California,Los Angeles,,"34.050198, -118.210946",34.050198,-118.210946,3.0,Q3,No,0.0,12.0,Offer D,Yes,21.93,Yes,Yes,Fiber Optic,16.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.55,958.25,0.0,0.0,263.15999999999997,,
1.0,Male,63.0,No,No,No,No,0.0,United States,California,,95043.0,,36.525703,-120.952122,5.0,,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,Female,54.0,No,No,Yes,No,0.0,United States,California,Tollhouse,93667.0,"36.993666, -119.348267",,-119.348267,5.0,Q3,Yes,4.0,,,Yes,33.66,,Yes,Fiber Optic,25.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,103.65,5676.65,0.0,0.0,,7527.949999999999,
1.0,Male,77.0,No,Yes,Yes,No,0.0,,,,,,,,,Q3,Yes,10.0,43.0,Offer B,Yes,37.09,No,Yes,Fiber Optic,8.0,No,Yes,Yes,No,Yes,,Yes,Yes,One Year,Yes,Bank Withdrawal,100.55,,0.0,,,5898.87,
1.0,Male,27.0,Yes,No,Yes,No,0.0,United States,California,,96112.0,"41.932207, -120.135941",41.932207,-120.135941,3.0,,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,Male,26.0,No,No,,Yes,3.0,United States,California,Palo Alto,94306.0,"37.416159, -122.131337",37.416159,,3.0,Q3,No,0,27.0,None,Yes,17.3,No,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,,552.9,0.0,0.0,467.1,1020.0,
1.0,,23.0,Yes,No,,No,0.0,United States,California,Dillon Beach,94929.0,"38.24458, -122.956268",38.24458,-122.956268,,,No,0,34.0,None,Yes,14.23,Yes,Yes,Fiber Optic,13.0,No,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,96.35,3190.25,0.0,0.0,483.82,3674.07,
1.0,Female,70.0,No,No,No,No,0.0,,California,Del Rey,93616.0,"36.657462, -119.595293",,-119.595293,5.0,,No,0.0,59.0,None,Yes,24.27,Yes,Yes,Fiber Optic,9.0,No,No,Yes,No,Yes,,Yes,Yes,One Year,Yes,,99.5,5890.0,0.0,0.0,1431.93,,
,Male,59.0,No,No,Yes,No,0.0,United States,California,Earlimart,93219.0,"35.858054, -119.305858",,-119.305858,3.0,Q3,Yes,7.0,71.0,Offer A,Yes,,Yes,Yes,DSL,3.0,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,91.25,6589.6,0.0,,,9893.23,
1.0,Female,40.0,No,No,Yes,No,0.0,United States,California,Diamond Bar,91765.0,"33.992416, -117.807874",33.992416,-117.807874,3.0,,Yes,7.0,21.0,,Yes,14.81,No,Yes,Fiber Optic,25.0,No,No,No,Yes,Yes,No,No,Yes,,Yes,Bank Withdrawal,86.05,1818.9,0.0,0.0,311.01,2129.91,
1.0,Male,19.0,Yes,No,No,No,0,United States,California,Sugarloaf,92386.0,"34.243088, -116.830015",34.243088,,4.0,Q3,No,0.0,55.0,Offer B,Yes,42.19,No,Yes,Fiber Optic,51.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,,100.9,5552.05,0.0,0.0,2320.45,7872.5,
,Male,55.0,No,No,Yes,Yes,2.0,United States,California,Bakersfield,,"35.383937, -119.020428",35.383937,-119.020428,3.0,Q3,Yes,6.0,72.0,,Yes,9.3,Yes,,DSL,12.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,,80.85,,,0.0,669.6,6397.05,
,Female,63.0,No,No,No,Yes,2.0,United States,California,,,"33.429488, -117.609432",33.429488,-117.609432,5.0,Q3,No,0.0,26.0,Offer C,Yes,2.48,No,Yes,Fiber Optic,19.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.45,2715.3,0.0,0.0,,2779.78,
1.0,Male,35.0,No,No,No,No,0.0,United States,California,Laguna Hills,92653.0,"33.606899, -117.717854",,-117.717854,5.0,Q3,No,0.0,15.0,None,,3.49,No,,,0.0,No,No,No,No,No,No,No,No,Month-to-Month,,,19.75,,,0.0,52.35,363.95000000000005,
1.0,Female,48.0,No,No,Yes,No,0.0,United States,California,Westminster,92683.0,"33.752591, -117.993661",33.752591,-117.993661,5.0,,Yes,6.0,26.0,Offer C,Yes,34.12,No,Yes,DSL,58.0,,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,,1905.7,,70.0,887.1199999999999,2845.79,
1.0,Female,35.0,No,No,,No,0.0,United States,California,,95746.0,"38.749466, -121.184196",38.749466,-121.184196,1.0,,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,,23.0,Yes,No,,No,0.0,,,,,,,,,Q3,No,0.0,3.0,None,Yes,11.27,No,No,None,0.0,,No,,No,No,,No,No,One Year,,Credit Card,20.55,57.4,0.0,0.0,,91.21000000000001,
1.0,,52.0,No,No,Yes,Yes,2.0,,,,,,,,5.0,,Yes,4.0,65.0,None,Yes,36.5,,No,,,,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.75,1715.1,0.0,,2372.5,4087.6,
1.0,,62.0,No,No,No,No,0.0,United States,California,Vallejo,94591.0,"38.105733, -122.186338",38.105733,-122.186338,4.0,Q3,No,0.0,39.0,None,Yes,6.77,No,Yes,DSL,17.0,No,No,No,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,59.3,2209.15,0.0,0.0,264.03,2473.1800000000003,
1.0,,49.0,No,No,Yes,Yes,2.0,United States,California,,93923.0,"36.460611, -121.852507",36.460611,-121.852507,,Q3,Yes,10.0,,None,Yes,12.57,Yes,Yes,Fiber Optic,18.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,,111.8,5443.65,0.0,0.0,603.36,6047.009999999999,
1.0,,32.0,No,No,No,No,0.0,,,,,,,,1.0,,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,Female,57.0,No,No,No,No,0.0,United States,California,San Diego,92117.0,"32.825086, -117.199424",32.825086,-117.199424,2.0,Q3,No,0.0,10.0,None,Yes,17.65,Yes,Yes,Fiber Optic,20.0,No,No,No,No,No,Yes,Yes,Yes,,No,Bank Withdrawal,86.45,830.85,0.0,,176.5,1007.35,
1.0,,23.0,Yes,No,,No,0.0,United States,California,El Portal,95318.0,"37.654551, -119.822984",37.654551,-119.822984,,Q3,Yes,5.0,23.0,None,Yes,27.24,No,Yes,Fiber Optic,82.0,Yes,Yes,No,Yes,No,No,No,,Month-to-Month,No,Mailed Check,84.4,1936.85,0.0,0.0,626.52,2563.37,
1.0,Female,59.0,No,No,Yes,Yes,3.0,,,,,,,,3.0,Q3,Yes,3.0,43.0,Offer B,Yes,27.49,Yes,Yes,Fiber Optic,53.0,No,No,Yes,,No,Yes,Yes,,,Yes,Bank Withdrawal,92.55,4039.0,,,1182.07,5221.07,
,,23.0,Yes,No,,No,0.0,United States,California,Palomar Mountain,92060.0,"33.309852, -116.823091",,-116.823091,1.0,Q3,Yes,1.0,1.0,None,No,0.0,No,Yes,,19.0,Yes,,No,No,No,,No,Yes,Month-to-Month,No,Bank Withdrawal,30.5,30.5,0.0,0.0,0.0,30.5,
1.0,Male,30.0,No,No,Yes,Yes,3.0,United States,California,San Bernardino,92410.0,,34.106922,-117.297553,,Q3,Yes,4.0,16.0,Offer D,,38.55,No,,,0.0,No,No,No,No,No,,No,No,Month-to-Month,,Bank Withdrawal,20.15,341.35,0.0,0.0,,958.15,
1.0,Female,48.0,No,No,Yes,Yes,2.0,United States,California,Kenwood,95452.0,"38.419525, -122.521585",38.419525,-122.521585,5.0,,Yes,3.0,1.0,None,Yes,16.02,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,,20.05,,0.0,16.02,36.07,
1.0,Male,28.0,Yes,No,No,No,0.0,,,,,,,,1.0,Q3,No,0.0,,Offer D,Yes,34.44,,Yes,Cable,69.0,No,No,,,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,45.55,402.6,0.0,,344.4,747.0,
1.0,,23.0,Yes,No,,No,0.0,United States,California,Camarillo,93012.0,"34.205504, -118.993111",,-118.993111,,Q3,Yes,1.0,20.0,None,Yes,49.69,No,Yes,,10.0,,No,No,,Yes,,Yes,Yes,Month-to-Month,Yes,,90.2,1776.55,0.0,0.0,993.8,2770.35,
,Female,51.0,No,No,No,No,0.0,United States,California,Stockton,95206.0,"37.902422, -121.440029",37.902422,-121.440029,3.0,Q3,No,0.0,28.0,Offer C,Yes,44.11,No,Yes,Cable,15.0,,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,56.05,1522.65,0.0,110.0,1235.08,2867.73,
1.0,Female,74.0,No,Yes,No,No,0.0,United States,California,Strathmore,93267.0,"36.141319, -119.129075",,-119.129075,3.0,Q3,No,0.0,40.0,None,Yes,,Yes,Yes,Fiber Optic,24.0,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,103.75,4188.4,,0.0,1141.6,5330.0,
,,52.0,No,No,No,No,0.0,,California,Klamath,,"41.572813, -124.035011",41.572813,-124.035011,1.0,Q3,No,0.0,28.0,,Yes,35.52,Yes,Yes,Fiber Optic,26.0,Yes,Yes,No,No,,Yes,Yes,,Month-to-Month,,Credit Card,,2659.4,0.0,0.0,994.5600000000001,3653.96,
1.0,Female,45.0,No,No,Yes,No,0.0,United States,California,Topanga,90290.0,"34.115192, -118.61017",34.115192,,3.0,Q3,Yes,10.0,68.0,Offer A,Yes,15.65,Yes,,DSL,5.0,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,,6424.7,0.0,0.0,1064.2,7488.9,
1.0,,40.0,No,No,,Yes,2.0,United States,California,Mill Creek,96061.0,,40.331975,-121.460674,4.0,Q3,Yes,4.0,26.0,None,Yes,,No,No,None,0.0,,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.65,494.9,,0.0,330.46000000000004,825.36,
1.0,Male,72.0,No,Yes,No,No,0,United States,California,Modesto,95356.0,"37.716186, -121.025836",37.716186,-121.025836,,,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,Female,57.0,No,No,Yes,Yes,3.0,United States,California,Lotus,95651.0,"38.815515, -120.916997",38.815515,-120.916997,4.0,Q3,Yes,10.0,16.0,Offer D,Yes,27.27,No,Yes,Fiber Optic,76.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.7,1522.7,0.0,0.0,436.32,1959.02,
,Male,29.0,Yes,No,Yes,No,0.0,United States,California,Escondido,92027.0,"33.141265, -116.967221",33.141265,-116.967221,,Q3,Yes,1.0,,None,Yes,23.31,Yes,Yes,DSL,51.0,No,Yes,Yes,No,Yes,Yes,Yes,,Two Year,,Bank Withdrawal,80.9,4932.5,0.0,0.0,1421.9099999999999,6354.41,
1.0,Male,54.0,No,No,,No,0.0,United States,California,Seal Beach,90740.0,"33.75462, -118.071128",33.75462,-118.071128,,Q3,No,0.0,39.0,,Yes,36.93,Yes,Yes,Fiber Optic,12.0,No,Yes,No,No,No,No,No,Yes,One Year,,Credit Card,81.4,3213.75,,0.0,1440.27,4654.02,
1.0,Male,33.0,No,No,No,No,0,,,,,,,,4.0,Q3,No,0,4.0,None,,21.03,No,,DSL,3.0,No,,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,55.3,238.5,,0.0,84.12,,
1.0,,23.0,Yes,No,,No,0.0,United States,California,Biggs,95917.0,"39.457388, -121.818201",39.457388,-121.818201,,Q3,No,0.0,70.0,None,Yes,47.72,No,Yes,DSL,28.0,Yes,No,Yes,Yes,Yes,Yes,,Yes,,No,Bank Withdrawal,,5589.45,,0.0,3340.4,8887.51,
1.0,Male,30.0,No,No,Yes,No,0.0,United States,California,Manton,96059.0,"40.426679, -121.850421",40.426679,,3.0,,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,Female,41.0,No,No,Yes,No,0.0,United States,California,Lake Hughes,93532.0,,34.659579,-118.584212,3.0,Q3,Yes,9.0,,Offer A,,9.6,Yes,Yes,Fiber Optic,25.0,Yes,Yes,No,Yes,,No,No,Yes,Two Year,Yes,Bank Withdrawal,90.35,6563.4,0.0,0.0,691.1999999999999,7254.599999999999,
1.0,Male,45.0,No,No,,Yes,1.0,United States,California,Cypress,90630.0,,33.818477,-118.038307,,,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,,74.0,No,Yes,No,No,0.0,United States,California,Palo Cedro,96073.0,"40.582399, -122.195512",40.582399,-122.195512,2.0,Q3,No,0.0,2.0,,Yes,6.51,,Yes,Fiber Optic,11.0,,Yes,No,,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7,165.4,,0.0,13.02,178.42000000000002,
1.0,Male,41.0,No,No,,No,0.0,United States,,Esparto,95627.0,"38.834469, -122.127193",38.834469,-122.127193,3.0,Q3,No,0.0,54.0,Offer B,Yes,30.66,No,,,18.0,Yes,No,Yes,Yes,No,No,No,,One Year,No,,84.4,4484.05,,,1655.64,6139.6900000000005,
1.0,Male,48.0,No,No,No,No,0.0,United States,California,,91784.0,"34.141146, -117.655583",34.141146,-117.655583,,Q3,No,0.0,41.0,Offer B,Yes,45.22,No,Yes,,15.0,,Yes,,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,89.55,3729.75,0.0,0.0,,5583.77,
1.0,Female,44.0,No,No,Yes,No,0.0,United States,California,Soquel,95073.0,"37.023669, -121.946461",37.023669,-121.946461,3.0,Q3,Yes,2.0,57.0,None,No,0.0,No,Yes,DSL,14.0,Yes,,Yes,Yes,No,,,,Month-to-Month,Yes,Bank Withdrawal,49.9,2782.4,,0.0,0.0,2782.4,
1.0,Female,48.0,No,No,No,No,0.0,United States,California,Creston,93432.0,"35.480896, -120.469476",35.480896,-120.469476,3.0,Q3,No,0.0,,Offer E,Yes,43.84,Yes,No,,0.0,No,No,No,,No,No,No,No,Month-to-Month,,Bank Withdrawal,25.7,25.7,0.0,0.0,43.84,69.54,
1.0,,47.0,No,No,Yes,Yes,1.0,,,,,,,,5.0,Q3,Yes,2.0,70.0,Offer A,Yes,5.93,Yes,Yes,Fiber Optic,19.0,No,Yes,Yes,,Yes,Yes,,Yes,One Year,Yes,Bank Withdrawal,106.5,7397.0,0.0,0.0,415.09999999999997,7812.1,
1.0,Male,49.0,No,No,No,No,0.0,United States,California,New Cuyama,93254.0,"34.956577, -119.750142",34.956577,-119.750142,4.0,Q3,No,0.0,22.0,,Yes,,Yes,,None,0.0,No,No,,,No,No,No,No,Month-to-Month,,Credit Card,24.85,493.4,21.32,,505.34,,
1.0,Female,56.0,No,No,No,No,0.0,,California,Garden Grove,92841.0,"33.786738, -117.982564",33.786738,-117.982564,3.0,Q3,No,0.0,3.0,None,Yes,16.15,No,Yes,Fiber Optic,13.0,No,No,No,No,,Yes,Yes,Yes,Month-to-Month,Yes,,89.45,240.45,0.0,0.0,48.449999999999996,288.9,
1.0,Male,27.0,Yes,No,Yes,No,0.0,,,,,,,,3.0,Q3,Yes,8.0,20.0,,,46.47,No,No,None,0.0,,No,No,,No,,No,No,One Year,No,Credit Card,20.65,,0.0,0.0,929.4,1346.9,
,Female,58.0,No,No,,Yes,2.0,United States,California,Littlerock,93543.0,,34.505273,-117.955054,,Q3,Yes,2.0,14.0,None,Yes,41.05,No,No,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,,19.5,272.0,0.0,0.0,574.6999999999999,846.6999999999999,
1.0,Male,78.0,No,Yes,Yes,Yes,1.0,United States,California,Sunland,91040.0,"34.282704, -118.312929",34.282704,-118.312929,3.0,Q3,Yes,10.0,65.0,None,Yes,,,Yes,Fiber Optic,23.0,Yes,Yes,,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,85.75,5688.45,38.09,0.0,629.1999999999999,6279.5599999999995,
1.0,Female,38.0,No,No,Yes,No,0,United States,California,Northridge,91324.0,"34.238208, -118.55029",,-118.55029,1.0,,Yes,1.0,17.0,,Yes,,Yes,Yes,Fiber Optic,15.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.2,1743.5,0.0,0.0,83.47,1826.97,
1.0,Male,62.0,No,No,No,No,0.0,,,,,,,,3.0,Q3,No,0.0,53.0,Offer B,Yes,26.21,No,No,None,0.0,No,No,,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.75,1052.35,0.0,0.0,1389.13,2441.48,
1.0,,23.0,Yes,No,,No,0.0,United States,California,Blue Lake,95525.0,"40.94338, -123.831799",40.94338,-123.831799,3.0,Q3,No,0.0,18.0,None,Yes,24.4,Yes,Yes,Fiber Optic,71.0,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.2,1553.9,0.0,0.0,439.2,1993.1000000000001,
1.0,Female,20.0,Yes,No,No,No,0.0,United States,California,Rio Linda,95673.0,"38.688764, -121.457596",38.688764,-121.457596,1.0,Q3,No,0,1.0,None,Yes,35.01,Yes,Yes,Fiber Optic,52.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.0,76.0,0.0,,35.01,111.00999999999999,
1.0,Female,73.0,No,Yes,No,No,0.0,United States,California,Willows,95988.0,"39.493991, -122.286363",39.493991,-122.286363,3.0,Q3,No,0.0,,None,No,0.0,,Yes,DSL,18.0,Yes,Yes,No,No,No,No,No,No,Two Year,Yes,Credit Card,33.45,1500.25,0.0,,0.0,1540.25,
1.0,Female,59.0,No,No,Yes,Yes,3.0,United States,California,Tehachapi,93561.0,"35.073777, -118.652112",35.073777,-118.652112,4.0,Q3,Yes,6.0,3.0,Offer E,No,0.0,No,Yes,Cable,53.0,No,Yes,,,No,Yes,Yes,Yes,Month-to-Month,,Credit Card,40.3,92.5,0.0,0.0,0.0,92.5,
1.0,Male,69.0,No,Yes,Yes,No,0.0,United States,California,Rosemead,91770.0,,34.065108,-118.082791,,Q3,No,0.0,16.0,None,Yes,15.16,Yes,Yes,Fiber Optic,7.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.75,1587.55,0.0,0.0,242.56,1830.11,
,Female,45.0,No,No,Yes,Yes,2.0,United States,California,Magalia,95954.0,"39.933852, -121.584371",39.933852,-121.584371,5.0,Q3,Yes,1.0,59.0,,Yes,2.47,,,None,0.0,No,No,,No,No,No,No,No,Two Year,No,,,1286.0,0.0,0.0,145.73000000000002,1431.73,
,Male,72.0,No,No,No,No,0.0,United States,California,Cotati,94931.0,"38.326215, -122.718742",38.326215,-122.718742,3.0,,No,0,60.0,None,Yes,10.2,Yes,Yes,DSL,29.0,Yes,Yes,No,,No,,Yes,No,One Year,Yes,Bank Withdrawal,71.75,4374.55,0.0,10.0,612.0,4996.55,
1.0,Male,48.0,No,No,No,No,0.0,United States,California,,,"32.886925, -117.152162",32.886925,-117.152162,1.0,,No,0.0,2.0,,,39.03,No,Yes,Fiber Optic,30.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.25,144.55,0.0,10.0,78.06,232.61,
1.0,Female,39.0,No,No,No,No,0.0,United States,California,Penryn,,"38.859093, -121.182872",,-121.182872,1.0,,No,0.0,64.0,None,Yes,28.13,Yes,Yes,Fiber Optic,18.0,No,No,Yes,No,Yes,Yes,,Yes,One Year,Yes,Credit Card,100.05,,,0.0,1800.32,8054.5199999999995,
1.0,Male,72.0,No,Yes,Yes,No,0.0,United States,California,Wildomar,,"33.617108, -117.253349",33.617108,-117.253349,4.0,Q3,Yes,2.0,71.0,None,Yes,1.23,No,Yes,Fiber Optic,9.0,No,Yes,Yes,Yes,,Yes,No,Yes,Two Year,Yes,Credit Card,,6707.15,0.0,0.0,87.33,6794.48,
,,23.0,Yes,No,,No,0.0,United States,California,Visalia,93292.0,"36.37559, -119.211689",,,2.0,Q3,No,0.0,7.0,None,Yes,26.09,No,Yes,Fiber Optic,2.0,No,No,No,No,Yes,No,No,Yes,,Yes,Bank Withdrawal,79.0,522.95,0.0,0.0,182.63,705.58,
1.0,Male,37.0,No,No,Yes,Yes,2.0,United States,California,,93905.0,"36.667794, -121.601306",36.667794,-121.601306,5.0,Q3,Yes,1.0,44.0,None,Yes,,No,No,None,0.0,,No,No,No,,No,No,,,,Bank Withdrawal,20.6,926.0,0.0,0.0,1537.36,2463.3599999999997,
1.0,Female,42.0,No,No,,No,0.0,United States,California,Sacramento,95822.0,"38.512569, -121.495184",38.512569,-121.495184,4.0,Q3,No,0,56.0,Offer B,Yes,32.88,,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.7,1051.9,0.0,0.0,1841.2800000000002,2893.1800000000003,
1.0,Female,75.0,No,Yes,Yes,No,0.0,United States,,Madison,95653.0,"38.674276, -121.961866",38.674276,-121.961866,1.0,Q3,Yes,1.0,34.0,None,Yes,,Yes,Yes,Fiber Optic,4.0,,Yes,Yes,No,No,,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,3217.55,0.0,,97.92,3315.4700000000003,
1.0,,23.0,Yes,No,,No,0.0,United States,California,San Diego,,"32.741499, -117.127409",32.741499,,1.0,Q3,Yes,4.0,27.0,None,Yes,45.82,No,Yes,Fiber Optic,13.0,Yes,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.25,2754.45,,0.0,1237.14,3991.59,
1.0,,23.0,Yes,No,,No,0.0,United States,,El Segundo,,"33.917145, -118.401554",33.917145,,3.0,,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
