Churn Category,Age,Number of Dependents,Population,Latitude,Longitude,Satisfaction Score,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Gender-Male,Gender-Female,Under 30-Yes,Under 30-No,Senior Citizen-Yes,Senior Citizen-No,Married-Yes,Married-No,Dependents-Yes,Dependents-No,Referred a Friend-Yes,Referred a Friend-No,Offer-Offer B,Offer-Offer E,Offer-None,Offer-Offer C,Offer-Offer A,Offer-Offer D,Phone Service-Yes,Phone Service-No,Multiple Lines-Yes,Multiple Lines-No,Internet Service-Yes,Internet Service-No,Internet Type-Fiber Optic,Internet Type-DSL,Internet Type-Cable,Internet Type-None,Online Security-Yes,Online Security-No,Online Backup-Yes,Online Backup-No,Device Protection Plan-Yes,Device Protection Plan-No,Premium Tech Support-Yes,Premium Tech Support-No,Streaming TV-Yes,Streaming TV-No,Streaming Movies-Yes,Streaming Movies-No,Streaming Music-Yes,Streaming Music-No,Unlimited Data-Yes,Unlimited Data-No,Contract-Two Year,Contract-Month-to-Month,Contract-One Year,Paperless Billing-Yes,Paperless Billing-No,Payment Method-Mailed Check,Payment Method-Credit Card,Payment Method-Bank Withdrawal
0,46,0,17944,36.125529,-119.4729985,3,5,26,37.6,10,70.2,2015.8,0,0,977.6,2993.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1
0,60,0,899,40.722733,-122.109666,3,0,3,1.47,0,20.25,71.2,0,0,4.41,75.61,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0
0,46,0,17944,36.125529,-119.4729985,5,0,15,18.6,13,103.45,1539.8,0,140,279,1958.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
0,38,0,17944,33.606899,-117.717854,4,0,29,41.1,16,72.8,3249.4,0,0,1890.6,5140,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1
0,46,0,13129,34.152875,-118.486056,3,0,10,2.84,0,70.2,198.25,0,0,411.36,226.65,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0
0,19,0,46371,33.611945,-117.665867,4,3,71,2.43,58,70.85,4973.4,0,0,172.53,5145.93,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0
0,22,2,8692,33.739412,-117.173334,4,0,29,22.61,16,70.2,1379.175,0,0,411.36,2106.41,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,46,0,8308,37.669516,-119.4729985,3,0,1,13.84,26,45.05,45.05,0,70,13.84,128.89,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,34,0,2718,36.125529,-120.592431,3,0,50,15.37,22,70.2,4549.45,0,0,768.5,5317.95,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
0,26,0,8365,37.031404,-121.981865,3,8,72,22.61,73,71.45,5025.85,0,0,2807.28,7833.13,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1
1,44,0,32369,34.159007,-118.087353,1,0,61,22.61,16,111.6,6876.05,0,0,477.02,7353.07,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
0,40,0,25206,33.570023,-117.773669,3,0,29,13.85,0,19.65,19.65,0,0,13.85,2106.41,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,29,0,17944,37.722727,-122.02157,5,0,29,22.61,16,70.2,1379.175,0,0,411.36,2106.41,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,54,0,6317,38.200231,-121.235034,1,4,13,45.6,11,96.65,1379.175,0,0,592.8,1755.65,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
1,66,0,899,36.863303,-121.781632,1,0,1,38.78,23,86.05,86.05,0,0,38.78,124.83,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
0,25,0,17944,41.813521,-121.492666,3,0,29,5.49,69,81.25,5567.55,0,40,351.36,5958.91,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
0,41,0,17944,37.290606,-119.4729985,3,0,29,24.93,15,67.95,4664.15,0,0,1745.1,6409.25,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0
0,46,0,615,41.171578,-120.913161,5,0,46,32.78,0,21.1,937.1,0,0,1507.88,2444.98,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1
0,49,0,9210,38.801936,-122.938935,3,7,21,14.51,20,79.2,1379.175,0,0,304.71,2047.16,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1
4,45,0,11517,34.177267,-118.31003,3,0,11,48.64,28,100.75,1129.75,0,0,411.36,2106.41,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
0,53,0,17944,37.980057,-119.4729985,3,0,29,22.61,16,70.2,1379.175,0,0,411.36,2106.41,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,64,0,17944,36.125529,-119.4729985,2,0,29,22.61,16,70.2,1379.175,0,0,411.36,2106.41,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,46,0,2423,40.057784,-123.679461,3,0,6,39.16,8,49.45,314.6,0,0,234.96,549.56,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1
0,57,3,616,41.599978,-122.539381,5,1,55,40.94,0,20.5,1177.95,0,0,2251.7,3423.82,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0
0,36,2,2873,36.125529,-122.365048,3,8,36,47.45,14,63.7,2188.5,0,0,1708.2,3896.7,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0
1,46,0,34902,32.85723,-117.209774,3,0,4,31.61,2,95.45,396.1,0,0,126.44,522.54,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1
0,46,0,49647,33.802664,-119.4729985,3,1,72,22.61,16,64.45,4720,0,0,411.36,7072.24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0
1,78,0,68701,34.02381,-118.156582,3,0,1,0,8,39.65,1379.175,0,20,0,59.65,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1
0,46,1,21510,38.7904,-121.236973,4,3,50,22.61,19,108.25,5431.4,0,0,2079,7510.4,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
1,51,0,857,36.125529,-119.4729985,3,0,2,17.33,14,80.95,171.15,0,0,34.66,205.81,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1
0,63,0,3064,37.515556,-122.502311,3,0,23,22.61,0,20.15,405.6,0,0,606.51,1012.11,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1
0,60,0,1508,37.435664,-121.049056,3,0,3,2.69,0,19.95,58,0,0,8.07,66.07,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
0,53,0,82630,34.087558,-117.464096,5,0,64,4.03,0,24.7,1642.75,0,0,257.92,1900.67,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0
0,46,0,66472,37.59485,-122.051521,3,0,1,33.32,16,55.55,55.55,0,30,33.32,118.87,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0
3,68,0,17944,36.125529,-119.4729985,3,0,3,22.61,16,105,294.45,0,0,106.29,400.74,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1
0,29,0,32368,37.499411,-122.196318,4,0,71,22.61,27,70.2,8310.55,0,130,2401.93,10842.48,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0
2,68,0,1055,37.605926,-119.4729985,1,0,29,22.61,16,70.2,1379.175,0,0,411.36,2106.41,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36,2,298,38.522328,-122.97932,3,0,68,25.16,26,85.3,5560,0,0,1710.88,7270.88,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
5,42,0,23559,34.031529,-118.491156,3,0,4,9.81,30,50.7,151.3,0,0,39.24,190.54,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0
0,35,0,72199,38.475465,-121.443625,3,10,72,29,22,113.65,8182.75,0,0,2088,10270.75,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
1,32,0,29847,34.049671,-117.468896,1,0,8,26.41,16,85.2,627.4,0,0,211.28,838.68,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
0,41,0,17944,36.125529,-119.4729985,4,8,72,8.98,0,24.55,1750.7,0,0,646.56,2397.26,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1
5,46,0,8115,33.987945,-118.370442,3,0,16,6.86,8,70.2,834.15,0,40,109.76,983.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
1,46,0,807,36.798882,-120.019511,1,0,19,22.61,18,99.95,1931.75,0,0,41.61,1973.36,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1,58,0,17944,33.141265,-116.967221,1,0,29,22.61,16,70.2,1379.175,0,0,411.36,2106.41,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43,0,31230,34.003243,-117.138286,4,0,31,37.07,16,70.2,1379.175,0,0,411.36,3578.27,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,34,0,17944,36.125529,-119.4729985,3,0,52,6.8,30,89.25,4652.4,0,0,353.6,5006,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0
0,49,0,15438,37.84551,-122.235181,3,0,1,36.28,0,20.75,20.75,0,0,36.28,57.03,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
0,57,0,10155,37.233226,-121.78809,4,0,12,36.65,0,19.7,260.9,0,0,439.8,700.7,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0
0,57,0,41237,33.571259,-117.731917,3,0,28,11.32,11,70.2,1654.7,0,0,316.96,1971.66,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2,54,0,27614,34.150354,-118.518292,3,0,1,15.51,0,20.9,20.9,0,0,15.51,36.41,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
0,46,0,4101,38.368744,-122.522642,4,0,56,10.57,28,94.8,5264.3,0,0,591.92,5856.22,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0
0,42,3,23742,34.139402,-118.128658,3,0,71,37.03,26,66.2,1379.175,0,0,2629.13,7321.68,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
0,44,3,3041,41.163637,-123.704841,3,0,29,22.61,16,70.2,1379.175,0,0,411.36,2106.41,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,42,0,15396,33.784597,-117.844535,4,0,1,0,24,29.9,29.9,0,0,0,29.9,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0
0,70,0,1317,34.70434,-120.02609,4,0,29,22.61,16,70.2,1379.175,0,0,411.36,2106.41,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,34,5,69850,33.923573,-118.200669,3,1,7,8.69,53,75.15,496.9,0,0,60.83,557.73,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
1,48,0,34902,32.85723,-117.209774,3,0,29,22.61,16,70.2,1379.175,0,0,411.36,2106.41,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,77,0,8157,36.125529,-122.303708,3,0,72,14.12,23,110.1,7746.7,0,0,1016.64,8718.53,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
2,46,0,56126,37.505768,-121.962472,3,0,1,10.41,17,45.7,45.7,0,0,10.41,56.11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0
0,79,3,4517,36.385818,-119.224243,3,0,29,22.61,16,70.2,1379.175,0,0,411.36,2106.41,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,40,0,45358,34.187599,-118.387125,5,0,16,40.17,16,70.2,284.35,0,0,642.72,927.07,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
0,46,0,17944,33.786738,-117.982564,4,1,56,37.67,0,24.15,1379.175,29.41,0,2109.52,3482.36,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1
0,46,0,19391,36.125529,-120.270136,3,0,1,28.18,0,20.25,20.25,0,0,28.18,48.43,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0
0,46,1,77,36.125529,-119.679414,4,9,72,46.63,14,110.45,8058.85,0,0,3357.36,11416.21,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
0,20,1,17944,36.125529,-119.4729985,4,0,3,33.28,16,55.9,157.55,0,0,99.84,2106.41,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0
0,43,0,52334,37.343827,-121.883119,3,9,66,22.61,15,70.2,4428.45,0,0,2488.86,6917.31,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0
4,46,0,2066,37.789168,-122.395009,3,0,46,15.78,3,93.7,4154.8,0,0,725.88,4880.68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
5,34,0,17944,36.125529,-119.4729985,3,0,2,0,8,70.2,1379.175,0,0,411.36,2106.41,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0
0,46,0,17944,34.114772,-118.089431,4,0,63,42.17,73,74.5,4674.55,0,0,2656.71,2106.41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0
0,46,0,17944,36.125529,-119.4729985,4,7,31,7.03,16,25.75,755.6,0,0,217.93,973.53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0
0,52,0,17944,36.125529,-119.4729985,4,0,66,22.61,15,62.5,4136.4,0,0,0,4136.4,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
1,47,0,18058,33.977468,-118.445475,1,1,3,38.09,30,84.75,1379.175,0,0,114.27,379.12,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1
0,46,0,24738,36.125529,-120.963092,5,0,37,22.61,22,100.05,3810.55,0,0,646.02,4456.57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
0,25,0,1291,39.061227,-120.179546,4,4,42,22.61,52,84.35,3571.6,0,0,413.28,2106.41,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
0,46,2,528,40.617614,-119.4729985,4,1,66,44.38,28,110.6,7210.85,0,0,2929.08,10139.93,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0
0,46,0,16271,36.125529,-118.062611,3,1,72,1.86,16,23.55,1723.95,0,0,133.92,1857.87,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1
4,47,3,210,36.125529,-120.536546,1,0,1,34.57,16,20.5,20.5,0,0,34.57,55.07,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,52,2,62355,32.67102,-119.4729985,3,9,5,0,19,34.25,163.55,0,0,0,163.55,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
0,54,1,321,39.873371,-123.741474,5,0,29,22.61,16,70.2,1379.175,0,0,411.36,2106.41,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,3,1374,36.125529,-123.381544,5,6,24,41.45,16,70.2,2033.05,0,0,411.36,3027.85,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1
0,78,0,10470,34.102084,-118.451629,4,0,35,31.64,7,99.05,3554.6,0,0,1107.4,4662,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
0,33,0,28680,33.936827,-118.359824,3,10,27,9.01,16,70.2,1421.75,0,0,243.27,1665.02,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
0,48,0,17944,36.125529,-119.4729985,4,1,72,39.74,5,110.75,7751.7,0,0,2861.28,10612.98,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
